timestamp,file,ticker,form_type,status
2026-05-10T00:40:22.570676,/home/poomk/.openclaw/workspace/investments/stocks/KBANK/KBANK_OneReport_2024.md,KBANK,annual-report,injected
2026-05-10T00:40:22.570681,/home/poomk/.openclaw/workspace/investments/stocks/KBANK/KBANK_Presentation_3Q25.md,KBANK,unknown,injected
2026-05-10T00:40:22.570685,/home/poomk/.openclaw/workspace/investments/stocks/KBANK/presentations/KBank_Investor_Presentation_1Q23.md,KBANK,unknown,injected
2026-05-10T00:40:22.570690,/home/poomk/.openclaw/workspace/investments/stocks/KBANK/presentations/KBank_Investor_Presentation_1Q24.md,KBANK,unknown,injected
2026-05-10T00:40:22.570695,/home/poomk/.openclaw/workspace/investments/stocks/KBANK/presentations/KBank_Investor_Presentation_2Q23.md,KBANK,unknown,injected
2026-05-10T00:40:22.570703,/home/poomk/.openclaw/workspace/investments/stocks/KBANK/presentations/KBank_Investor_Presentation_2Q24.md,KBANK,unknown,injected
2026-05-10T00:40:22.570713,/home/poomk/.openclaw/workspace/investments/stocks/KBANK/presentations/KBank_Investor_Presentation_3Q23.md,KBANK,unknown,injected
2026-05-10T00:40:22.570721,/home/poomk/.openclaw/workspace/investments/stocks/KBANK/presentations/KBank_Investor_Presentation_3Q24.md,KBANK,unknown,injected
2026-05-10T00:40:22.570726,/home/poomk/.openclaw/workspace/investments/stocks/KBANK/presentations/KBank_Investor_Presentation_4Q23%20(Updated%20Econ%20Data).md,KBANK,unknown,injected
2026-05-10T00:40:22.570732,/home/poomk/.openclaw/workspace/investments/stocks/KBANK/presentations/KBank_Investor_Presentation_4Q23-Updated-Econ-Data.md,KBANK,unknown,injected
2026-05-10T00:40:22.570737,/home/poomk/.openclaw/workspace/investments/stocks/KBANK/presentations/KBank_Investor_Presentation_4Q23.md,KBANK,unknown,injected
2026-05-10T00:40:22.570742,/home/poomk/.openclaw/workspace/investments/stocks/KBANK/presentations/KBank_Investor_Presentation_4Q24-Updated-Econ-Data.md,KBANK,unknown,injected
2026-05-10T00:40:22.570747,/home/poomk/.openclaw/workspace/investments/stocks/KBANK/presentations/ir_page.md,KBANK,unknown,injected
2026-05-10T00:40:22.570751,/home/poomk/.openclaw/workspace/investments/stocks/KBANK/presentations/test_listedcompany.md,KBANK,unknown,injected
2026-05-10T00:40:22.570756,/home/poomk/.openclaw/workspace/investments/stocks/KBANK/presentations/test_set.md,KBANK,unknown,injected
2026-05-10T00:40:22.570760,/home/poomk/.openclaw/workspace/investments/stocks/META/10-K/META-10K-2025-12-31.md,META,10-K,injected
2026-05-10T00:40:22.570768,/home/poomk/.openclaw/workspace/investments/stocks/META/10-Q/META-10Q-2026-03-31.md,META,10-Q,injected
2026-05-10T00:40:22.570777,/home/poomk/.openclaw/workspace/investments/stocks/META/META-20230930.md,META,10-Q,injected
2026-05-10T00:40:22.570782,/home/poomk/.openclaw/workspace/investments/stocks/META/META-20231231.md,META,10-K,injected
2026-05-10T00:40:22.570786,/home/poomk/.openclaw/workspace/investments/stocks/META/META-20240331.md,META,10-Q,injected
2026-05-10T00:40:22.570805,/home/poomk/.openclaw/workspace/investments/stocks/META/META-20240630.md,META,10-Q,injected
2026-05-10T00:40:22.570810,/home/poomk/.openclaw/workspace/investments/stocks/META/META-20240930.md,META,10-Q,injected
2026-05-10T00:40:22.570814,/home/poomk/.openclaw/workspace/investments/stocks/META/META-earnings-release-Q1-2026.md,META,earnings-release,injected
2026-05-10T00:40:22.570819,/home/poomk/.openclaw/workspace/investments/stocks/MU/000072312523000045-micron-20230831.md,MU,unknown,injected
2026-05-10T00:40:22.570824,/home/poomk/.openclaw/workspace/investments/stocks/MU/000072312524000067-micron-20240831.md,MU,unknown,injected
2026-05-10T00:40:22.570828,/home/poomk/.openclaw/workspace/investments/stocks/MU/000072312524000089-micron-20241130.md,MU,unknown,injected
